location,square_footage,bedrooms,bathrooms,property_type,year_built,distance_to_tube_km,amenities,price
Harrow,1271.0,5,2,Studio,1937,0.34051062088957523,"ensuite, garden, gym, loft, park_view, river_view",2092079.0
Haringey,748.0,1,1,Flat,1970,0.6647788313208597,ensuite,427378.0
Wandsworth,882.0,2,3,Semi-Detached,1938,0.3532267760752959,"loft, park_view, river_view",1031694.0
Southwark,466.0,3,3,Terraced,1944,1.1313701686951414,near_tube,120000.0
Kingston upon Thames,1008.0,3,1,Terraced,1902,0.3468859501222432,"near_tube, park_view, study",1257793.0
Westminster,655.0,4,3,Semi-Detached,1888,1.3412169312982607,"balcony, garden, lift, study",590523.0
Ealing,880.0,4,1,Studio,1895,2.4265525996761115,"concierge, garage, garden, lift, parking, study",746075.0
Lambeth,765.0,2,1,Flat,1988,0.11629677778956214,"ensuite, garden, gym, near_tube, park_view, study",710323.0
Bexley,1428.0,4,3,Terraced,2020,0.5628294164474132,"balcony, garage, lift, near_tube, parking, river_view",2452280.0
Croydon,1445.0,5,2,Semi-Detached,1864,0.38611539587154386,"concierge, garage, park_view, river_view",2418729.0
Haringey,864.0,3,2,Flat,1943,0.28102115640352066,"gym, loft, river_view",856836.0
Croydon,869.0,5,2,Maisonette,1931,1.314876827853502,"balcony, ensuite, gym, loft, parking, river_view",745406.0
Westminster,738.0,4,1,Terraced,1947,1.2025382910711937,loft,688009.0
Waltham Forest,1182.0,5,3,Flat,1890,2.659575404314424,"cellar, ensuite, loft, park_view, parking",1672278.0
Bromley,751.0,5,1,Detached,1851,1.7268514830388042,"cellar, concierge, gym, lift, near_tube, park_view",399683.0
Merton,724.0,1,3,Maisonette,1885,1.0719775530674225,garden,254786.0
Hounslow,1144.0,5,3,Flat,1881,1.2709678629339407,"balcony, concierge, lift, parking",1700391.0
Ealing,689.0,1,1,Semi-Detached,1859,0.6636101815542002,"concierge, garage, lift, new_build, parking, river_view",227133.0
Richmond upon Thames,839.0,5,2,Flat,1912,1.302636047106715,"cellar, ensuite, garden, park_view, study",967943.0
Islington,376.0,5,1,Flat,1969,0.22483182542278177,"cellar, garden, gym, lift, loft, parking",120000.0
Sutton,1061.0,2,2,Flat,2018,0.9188763602121025,"balcony, ensuite",1345156.0
Redbridge,1432.0,1,2,Detached,1964,1.4603575823424666,"cellar, garage, river_view, study",2359833.0
Bromley,1066.0,3,1,Flat,1880,0.8804009545538325,"concierge, gym, lift, new_build, parking",1261305.0
Hounslow,1289.0,2,3,Flat,1913,0.5824288831223603,balcony,2159917.0
Croydon,596.0,3,3,Semi-Detached,1902,1.1094218710310415,"balcony, garage, new_build, parking",120000.0
Southwark,921.0,1,1,Flat,1886,0.507162096362312,"balcony, garage, gym, near_tube, new_build, parking",924354.0
Merton,567.0,1,3,Flat,2022,0.8379472948527523,"balcony, concierge, lift",120000.0
Southwark,782.0,3,3,Flat,1964,1.8474806817109894,"ensuite, gym, loft, near_tube, new_build",673108.0
Wandsworth,1082.0,4,2,Semi-Detached,1933,1.9307016431668504,"balcony, ensuite, loft, near_tube, study",1673339.0
Croydon,881.0,2,3,Terraced,1925,1.2220739730079486,"gym, loft",627882.0
Newham,426.0,2,1,Semi-Detached,1905,0.4207103462601565,"lift, near_tube, new_build",120000.0
City of London,455.0,1,3,Flat,1922,0.7729223195760254,"cellar, concierge, gym",120000.0
Bromley,436.0,2,3,Terraced,1960,1.1251413284530078,"ensuite, garage, parking",120000.0
Greenwich,997.0,2,2,Semi-Detached,2011,0.5577426913457244,"balcony, lift, loft, near_tube",1330463.0
Hammersmith and Fulham,1469.0,2,3,Flat,1936,3.158123574256672,"cellar, gym, near_tube, new_build",2718169.0
Greenwich,1259.0,2,3,Flat,1882,0.5689842198630413,"balcony, garage, near_tube",1762268.0
Hackney,281.0,2,3,Flat,2016,1.067674790232365,"cellar, concierge, garage, garden",120000.0
Redbridge,1276.0,4,2,Flat,1904,2.016670533992696,"concierge, garden, lift, park_view",1970357.0
Newham,1131.0,2,3,Flat,1864,2.8216893996526307,"balcony, cellar, garage, lift, park_view, river_view",1624077.0
Newham,386.0,4,2,Studio,1944,0.4120787592108405,"balcony, cellar, gym, park_view, study",120000.0
Greenwich,759.0,4,2,Terraced,1987,0.23252370273964484,"gym, lift, park_view, study",672495.0
Hackney,1179.0,4,1,Terraced,1894,1.2110437582306826,"loft, near_tube",1704970.0
Tower Hamlets,1015.0,3,1,Flat,1898,3.413280500527889,"balcony, river_view",1203611.0
Ealing,457.0,5,3,Terraced,1900,0.27387603093376167,"cellar, near_tube",120000.0
Westminster,1033.0,2,2,Terraced,1990,0.7967767756227301,"ensuite, study",1684893.0
Bromley,250.0,5,2,Maisonette,2016,1.2905992040061554,"concierge, loft, near_tube, parking, river_view, study",120000.0
Kensington and Chelsea,783.0,2,3,Flat,1997,1.104712455699896,"concierge, gym, lift, parking",963329.0
Hounslow,1191.0,1,1,Semi-Detached,1889,1.4429539861234346,"balcony, cellar, garage, gym, lift, park_view",1738496.0
Wandsworth,856.0,5,1,Flat,1997,2.5521144340921214,garage,969845.0
Hackney,700.0,5,1,Terraced,1903,2.0451550689842013,"balcony, cellar, lift, loft, near_tube",422461.0
Hounslow,1117.0,1,1,Maisonette,2000,0.7823312974910474,"concierge, gym, new_build, river_view",1402678.0
Richmond upon Thames,1142.0,3,2,Terraced,2022,0.2694089294021256,"cellar, concierge, garage, garden, new_build",2000946.0
Camden,1243.0,3,3,Semi-Detached,1974,2.15350361634524,"garage, parking, study",2316008.0
Bexley,1112.0,2,1,Detached,2016,0.7946863190890651,"garage, lift, loft, park_view",1452369.0
Newham,1174.0,3,2,Maisonette,1874,1.0935179586706802,"garden, park_view, river_view",1601449.0
Hillingdon,1070.0,4,1,Flat,1963,1.9003369968591397,"garden, gym, loft, new_build, river_view",1420530.0
Redbridge,930.0,3,3,Flat,1859,2.107261640047587,"cellar, ensuite",841174.0
Barnet,877.0,3,2,Terraced,1963,1.8240041410210717,"concierge, garage, river_view, study",934797.0
City of London,779.0,5,1,Studio,1909,3.041644057052962,"ensuite, garage, river_view",954744.0
Hillingdon,486.0,2,2,Terraced,2018,1.003920645568288,"ensuite, garage, near_tube, parking, study",120000.0
Kensington and Chelsea,563.0,4,2,Flat,1936,0.6003855923152986,concierge,285555.0
Lewisham,765.0,2,3,Terraced,1982,0.4576348426790529,"concierge, gym",497784.0
Enfield,922.0,5,1,Flat,1902,0.6299682511760846,"balcony, lift, loft, parking",1000421.0
Havering,1282.0,2,3,Flat,1863,0.6516552863835067,"cellar, garage, lift",1883210.0
Hammersmith and Fulham,837.0,5,3,Flat,1979,1.2250017364963948,"ensuite, new_build",1163502.0
Bromley,1151.0,4,1,Flat,1888,1.551456119322921,"concierge, garage, gym, park_view, parking, river_view",1688175.0
City of London,1174.0,2,3,Semi-Detached,1975,0.39959454492668317,"ensuite, garage, garden, lift, parking, study",2286364.0
Bromley,781.0,4,3,Flat,1930,1.9042651481265296,near_tube,538179.0
Waltham Forest,1028.0,2,2,Flat,2019,2.034463090098164,"ensuite, garden, loft, river_view",1282129.0
Hackney,777.0,2,1,Terraced,1911,1.5785191077043559,"ensuite, near_tube, park_view, parking, study",471398.0
Barking and Dagenham,1247.0,2,2,Flat,1919,0.7087665497372737,"ensuite, garage, near_tube, new_build, parking",1835190.0
Bexley,1041.0,4,2,Flat,1978,2.4892022907098164,"balcony, garage",1390655.0
Kingston upon Thames,493.0,2,1,Flat,1986,0.989866090914345,"balcony, ensuite, garage, loft, park_view, parking",120000.0
Bexley,898.0,3,2,Flat,1871,0.5372988382002452,"balcony, cellar, garden, river_view",758458.0
Wandsworth,1344.0,3,3,Semi-Detached,1978,0.39589427789576304,"balcony, cellar, ensuite, garage, new_build, river_view",2491074.0
Kingston upon Thames,796.0,1,2,Flat,1935,1.1507479318507832,"garage, gym, lift, park_view, parking",545719.0
Havering,984.0,2,3,Flat,2022,0.7193756051018078,"ensuite, gym, near_tube, new_build, parking, river_view",1123749.0
Islington,1014.0,2,1,Flat,1959,0.3005597451513151,new_build,1305389.0
Hillingdon,539.0,2,3,Flat,1984,0.21877450476450924,"garage, parking",120000.0
Hounslow,1003.0,5,2,Flat,1909,1.2839989058265056,"ensuite, garage, gym, loft",988372.0
City of London,432.0,2,1,Flat,1899,0.25712587085274186,"ensuite, park_view",120000.0
Sutton,662.0,3,3,Flat,1986,0.07572541736832929,"garden, study",214397.0
Harrow,1173.0,4,2,Flat,1852,2.054827498436089,"ensuite, garage, lift, new_build, study",1828547.0
Westminster,957.0,4,2,Detached,1950,0.44410187235399295,"cellar, concierge, ensuite, garage, lift, parking",1538492.0
Camden,759.0,4,1,Flat,2018,1.4363628635983259,"gym, new_build, parking, study",778634.0
Havering,984.0,3,3,Flat,2022,1.1331220582038057,"cellar, garage, new_build, study",1078302.0
Lambeth,832.0,5,1,Terraced,1974,0.5883842655891127,"concierge, new_build, park_view, river_view",1039368.0
Hounslow,854.0,5,1,Flat,1936,2.681250031358853,"garden, loft, new_build",681815.0
Croydon,1047.0,2,1,Semi-Detached,1991,1.6042136403858562,"balcony, cellar, garage, new_build, study",1438124.0
Brent,632.0,1,2,Flat,1852,0.9428512922327468,"ensuite, garage, loft, new_build, park_view",120000.0
Kensington and Chelsea,862.0,2,1,Terraced,1988,0.4823941419696949,concierge,1303552.0
Hillingdon,756.0,5,3,Maisonette,1883,1.5145445999812304,"gym, parking",401191.0
Kensington and Chelsea,374.0,5,1,Flat,1978,1.6859341750243166,"concierge, garden",120000.0
Barnet,574.0,4,3,Flat,1910,1.057021183498714,"cellar, garage, garden, lift, parking",120000.0
Newham,1320.0,4,3,Terraced,1980,0.9618186606238586,"concierge, ensuite, garden, study",2364694.0
Sutton,965.0,2,3,Studio,1954,1.601032873348003,"concierge, gym, loft, parking, study",1034701.0
Barking and Dagenham,453.0,3,1,Flat,2011,0.9256029673246642,"concierge, ensuite, garden, study",120000.0
Waltham Forest,388.0,1,1,Terraced,1987,0.5287887650682426,"balcony, gym, park_view, parking",120000.0
Ealing,816.0,3,3,Flat,2009,0.2772342801473593,"concierge, ensuite, garage, new_build, park_view",778860.0
Lambeth,1318.0,1,2,Terraced,1876,0.9312295367100849,garden,1952392.0
Newham,794.0,1,3,Flat,1915,0.26850860715447455,"concierge, garden, lift, near_tube, parking",281205.0
Merton,1242.0,5,1,Terraced,1926,1.7007583323668725,"cellar, ensuite, garden, gym, new_build, park_view",1885608.0
Barking and Dagenham,956.0,5,2,Flat,1855,0.9313011103000046,"balcony, loft",864278.0
Harrow,991.0,4,1,Terraced,1853,1.8867964023330228,"concierge, garage, lift, loft, parking",972804.0
Islington,449.0,4,2,Flat,1856,1.198241378536162,ensuite,120000.0
Bromley,1131.0,2,1,Semi-Detached,1983,1.4409372477044977,garage,1470768.0
Bexley,750.0,3,3,Semi-Detached,1927,0.5717091703965411,"garden, new_build, parking",321165.0
Newham,1109.0,4,2,Detached,1980,0.8835785103098814,"balcony, concierge, ensuite, garden, lift, parking",1578931.0
City of London,606.0,3,1,Studio,1995,1.1860758415574453,"near_tube, new_build, river_view",522002.0
Wandsworth,903.0,2,2,Terraced,1856,1.0869493397735872,"balcony, garage, lift",905073.0
Hackney,956.0,2,2,Semi-Detached,1997,1.0520545609190293,"concierge, garage, lift, park_view, parking",1316037.0
Newham,804.0,5,3,Flat,1889,0.39137922827466354,"cellar, concierge, garage, loft, parking",652700.0
Hounslow,971.0,2,2,Maisonette,1920,0.1634850107167697,"cellar, concierge, lift, park_view, river_view",896404.0
Greenwich,770.0,5,2,Terraced,2017,0.3659422462870586,loft,571581.0
Bexley,655.0,4,3,Flat,1902,0.050097604011827966,"garage, garden, gym, near_tube, park_view, river_view",147999.0
Brent,1332.0,5,2,Flat,2013,0.19185547519399954,"gym, loft",2344715.0
Brent,1165.0,3,3,Semi-Detached,1938,1.2499959971613015,"cellar, garden, near_tube, parking",1681738.0
Sutton,622.0,2,3,Detached,1852,0.7961603145496092,"ensuite, garage, gym, lift, study",120000.0
Islington,1021.0,1,3,Detached,1994,0.5011916659719341,"ensuite, near_tube",1398143.0
Wandsworth,627.0,3,3,Terraced,1857,0.7837871661170045,"ensuite, garden, lift, river_view, study",147687.0
Kensington and Chelsea,495.0,2,3,Flat,1960,0.12544846489517716,"balcony, concierge, lift, river_view",205443.0
Southwark,1160.0,1,2,Maisonette,1929,0.9135349867818929,garage,1556457.0
Richmond upon Thames,339.0,5,2,Terraced,1874,0.2980382494537125,"garage, loft",120000.0
Waltham Forest,1128.0,5,1,Terraced,1939,2.251903400868605,"balcony, cellar, gym, park_view, study",1623189.0
Greenwich,774.0,2,3,Terraced,1913,1.4887654599584037,loft,455792.0
Haringey,787.0,4,3,Terraced,1867,1.3982474629353439,"ensuite, garage, new_build",484605.0
Lewisham,973.0,3,3,Semi-Detached,1946,1.0725962311748445,"garage, loft, park_view",1179218.0
Lambeth,1024.0,3,3,Terraced,1857,1.5809098160912223,"concierge, loft, new_build",1359205.0
Tower Hamlets,602.0,4,2,Detached,1943,0.9172375405057409,"balcony, lift, parking",140860.0
Lambeth,1065.0,3,1,Detached,1889,0.48916832198970395,"cellar, gym, lift, loft, park_view, river_view",1379283.0
Bromley,884.0,5,3,Flat,1994,1.4157317725737124,park_view,981903.0
Barking and Dagenham,473.0,1,3,Flat,2015,1.9593519553594876,"balcony, concierge, garage, garden, near_tube, new_build",120000.0
Enfield,799.0,4,3,Terraced,2012,0.4126714646668729,"cellar, ensuite, garage, parking, river_view",616783.0
Hillingdon,1264.0,5,2,Terraced,2013,0.2213322968874964,"balcony, concierge, ensuite, garage, park_view, river_view",2059095.0
Bromley,1353.0,5,2,Terraced,1867,3.2290020734305314,"balcony, lift, loft, new_build",2204790.0
Camden,1065.0,1,1,Maisonette,1938,2.4480101972032684,"garden, lift, loft, near_tube, new_build, river_view",1461742.0
Hackney,493.0,1,1,Flat,1889,0.9944318114569062,river_view,120000.0
Southwark,997.0,4,3,Flat,1866,0.09283328247798121,"cellar, concierge, gym, lift, park_view",1116646.0
Southwark,1105.0,5,1,Detached,1918,1.1908763208043545,"cellar, concierge, park_view, parking, river_view",1696893.0
Newham,1068.0,5,1,Maisonette,1924,4.384225796685527,"balcony, ensuite, garage, garden, loft, park_view",1509815.0
Newham,1085.0,5,3,Flat,1901,1.5718321946980673,concierge,1363149.0
Redbridge,959.0,1,2,Flat,1869,1.4798168736867219,"balcony, cellar, lift, new_build",892742.0
Harrow,828.0,3,1,Flat,1921,0.9384216144105124,"balcony, ensuite, garage, gym",614190.0
Ealing,667.0,4,2,Terraced,1877,1.385057869372528,cellar,120000.0
Harrow,281.0,4,2,Terraced,1857,1.5663839179373784,"balcony, near_tube, river_view, study",120000.0
Barnet,952.0,4,1,Flat,1928,1.118115730099541,"balcony, cellar, new_build",1043951.0
Havering,906.0,2,2,Flat,1861,0.8359034430844449,"balcony, garden, loft",598085.0
Merton,1017.0,3,2,Semi-Detached,2018,1.1322124977936114,"cellar, ensuite, garage, park_view, parking",1295070.0
Kingston upon Thames,449.0,3,3,Terraced,1995,1.0930795786511505,"concierge, gym, new_build, park_view, river_view",120000.0
Haringey,1044.0,5,1,Semi-Detached,2011,0.11665966039400319,"concierge, ensuite, loft, parking",1359813.0
Greenwich,1466.0,2,3,Flat,1867,3.8415380816525677,"cellar, garden, near_tube",2468302.0
Hillingdon,874.0,2,1,Flat,1930,1.4806414989077015,"cellar, concierge, garage, gym, lift, parking",692572.0
City of London,832.0,1,3,Flat,1993,2.1916294715958564,"lift, near_tube",1077127.0
Hounslow,943.0,1,3,Studio,1950,1.2215975651035567,"near_tube, river_view, study",1002251.0
Croydon,1460.0,5,2,Flat,1903,0.6434609898564666,"balcony, ensuite, lift",2513953.0
Richmond upon Thames,543.0,5,1,Terraced,1994,1.8801823578639496,"garage, garden",132215.0
Westminster,911.0,2,1,Terraced,1903,0.2077452666223221,"garage, loft, parking",1338764.0
Sutton,610.0,4,2,Detached,2019,1.524144778877721,"garage, garden, near_tube, park_view, parking, study",120000.0
Newham,686.0,3,3,Flat,1867,1.865331279728359,garden,120000.0
Wandsworth,835.0,5,3,Flat,1972,0.9256924836243857,"lift, parking, river_view, study",1007161.0
Brent,1254.0,2,1,Detached,1852,1.4202471508924897,"concierge, lift, park_view",1738804.0
Croydon,1390.0,5,1,Flat,2009,0.11922894144448153,study,2431719.0
Kingston upon Thames,984.0,2,2,Terraced,1911,1.4657081273720765,"cellar, concierge",944388.0
Havering,737.0,4,2,Flat,1853,0.7471854934768517,"new_build, river_view",241430.0
Redbridge,1598.0,2,3,Studio,1995,1.425447153755966,"concierge, ensuite, lift",2953275.0
City of London,722.0,4,3,Semi-Detached,2018,0.9577073440837616,"cellar, ensuite, near_tube",970707.0
Bromley,679.0,2,2,Flat,2010,0.9485012769177606,"balcony, garden, lift, parking",181676.0
Bexley,318.0,5,2,Detached,1934,1.4574917836693746,"concierge, garage, parking",120000.0
Sutton,1269.0,4,2,Semi-Detached,1860,0.7772425042323451,"concierge, lift, loft, parking, river_view",1773015.0
Wandsworth,1140.0,2,2,Terraced,1889,0.9215231009559887,"balcony, ensuite, parking",1651064.0
Enfield,1575.0,5,3,Flat,1855,3.322699186641824,"balcony, gym, near_tube, park_view, river_view, study",2801018.0
Hammersmith and Fulham,433.0,4,1,Flat,1857,2.291610321966927,"concierge, garden, near_tube, new_build, park_view, river_view",120000.0
Redbridge,1287.0,3,3,Terraced,1877,0.8355302906155226,"garage, garden, park_view, river_view, study",2205850.0
City of London,871.0,1,3,Flat,1947,0.9720242005367166,garage,1086267.0
Westminster,1092.0,5,2,Detached,1983,0.6065486234234653,"concierge, ensuite, gym, near_tube, new_build, parking",1985599.0
Enfield,356.0,4,2,Flat,1951,0.7493095909973984,"cellar, concierge, ensuite, new_build, river_view",120000.0
Bromley,1290.0,4,2,Terraced,1885,0.7780865836064287,"concierge, lift, new_build, park_view",1983797.0
Newham,1086.0,5,3,Flat,1954,1.0775617547094125,"gym, lift, park_view",1537911.0
Croydon,838.0,4,1,Terraced,1890,0.13898494965805339,"balcony, ensuite, gym, loft, new_build",568679.0
Croydon,1044.0,2,2,Flat,1930,0.7329856427460736,"garage, near_tube, new_build, parking",1352365.0
Hammersmith and Fulham,620.0,2,2,Flat,2004,0.6377691700752712,"gym, lift, near_tube, new_build, study",396647.0
Camden,676.0,1,3,Flat,1873,2.499070168341167,"cellar, ensuite, loft, near_tube",226418.0
Barnet,711.0,1,1,Terraced,2002,0.9636581719795405,"garden, gym, near_tube, new_build, park_view",388718.0
Barking and Dagenham,294.0,4,1,Flat,1897,1.188056832315375,"balcony, cellar, ensuite, garage, garden, parking",120000.0
Sutton,1109.0,5,2,Semi-Detached,1966,0.7165509420440234,"cellar, concierge, new_build, parking, river_view",1515744.0
Haringey,1207.0,1,2,Flat,1895,0.9696061984600061,"gym, parking",1626847.0
Haringey,640.0,3,3,Terraced,1878,0.7493044768536858,"concierge, ensuite, garden, gym, river_view, study",120000.0
City of London,954.0,1,1,Terraced,1928,1.089485423705455,"balcony, garage, gym, loft, new_build",1446503.0
Kensington and Chelsea,770.0,3,1,Flat,1916,1.4179595512678544,"ensuite, park_view, river_view",839486.0
Camden,948.0,4,2,Flat,1938,0.3113424222341087,near_tube,1407064.0
Westminster,662.0,5,2,Flat,1891,1.5618189966904792,"balcony, concierge, ensuite, garage, loft, river_view",583345.0
Wandsworth,585.0,5,1,Terraced,2020,0.4512103211945194,"concierge, garage, near_tube, parking",191680.0
Lambeth,1166.0,2,1,Studio,1966,3.400322550961277,"concierge, gym, study",1677973.0
Southwark,831.0,5,2,Flat,1996,1.0725380188437672,"balcony, concierge, near_tube, parking",1057204.0
Camden,1457.0,4,1,Semi-Detached,1985,1.1761444195963524,new_build,2844610.0
Haringey,864.0,2,3,Semi-Detached,1976,1.210254121487125,"cellar, concierge, lift, new_build, park_view",841894.0
Sutton,572.0,2,1,Semi-Detached,1874,1.0226192306362314,"concierge, garage",120000.0
Havering,1218.0,1,3,Terraced,1952,0.5586395669674522,"balcony, cellar",1770310.0
Bexley,1039.0,5,1,Studio,2006,1.1783607715709987,"concierge, loft, parking, study",1246703.0
Barnet,1068.0,2,2,Terraced,1866,1.1299752946156365,"garage, garden, gym, near_tube",1287956.0
Wandsworth,1207.0,2,3,Detached,1930,0.5045786624044547,concierge,1792007.0
Islington,654.0,3,2,Flat,1882,0.31487011268899695,"balcony, concierge, garage, garden",271243.0
Enfield,812.0,1,3,Detached,1988,1.8718775470452729,concierge,600213.0
Ealing,799.0,5,1,Studio,2012,0.7319896454902233,"balcony, cellar, garage, gym, loft, near_tube",763605.0
Camden,463.0,4,3,Maisonette,1858,0.8746755079371797,"garage, near_tube, river_view",120000.0
Barnet,771.0,1,1,Flat,1989,1.133754079203014,"ensuite, garden, study",414890.0
Tower Hamlets,1251.0,1,2,Detached,1912,0.5461991744037059,"cellar, garden, loft, near_tube",1996539.0
Kensington and Chelsea,921.0,1,1,Flat,2017,1.2528409115986154,lift,1448112.0
Hillingdon,446.0,5,3,Semi-Detached,1852,0.9066366677594866,gym,120000.0
Croydon,383.0,3,1,Flat,1883,0.9722023197596943,"balcony, concierge, garage, garden, new_build, parking",120000.0
Haringey,1349.0,4,3,Semi-Detached,1975,2.125984542216461,"balcony, cellar, garden, gym",2470727.0
Hillingdon,823.0,1,2,Flat,1985,1.1034705396673723,"ensuite, new_build",568802.0
Barking and Dagenham,656.0,2,2,Flat,1863,0.8424152198144085,"cellar, lift, parking, study",120000.0
Merton,768.0,3,2,Flat,1877,0.41719720798893395,"concierge, garage, gym, near_tube, park_view, river_view",573613.0
Haringey,407.0,2,1,Flat,1908,1.2060019964628959,"concierge, new_build, park_view, parking, river_view",120000.0
Richmond upon Thames,1277.0,4,1,Flat,1856,1.8195943561618808,"balcony, loft, near_tube",2000545.0
Brent,732.0,5,3,Detached,1986,0.8535898618855553,"cellar, ensuite, lift, study",564034.0
Barking and Dagenham,1260.0,2,3,Semi-Detached,1966,1.809665015595439,"cellar, ensuite, lift, loft, parking, study",2000814.0
Kingston upon Thames,865.0,4,3,Semi-Detached,1980,1.218121721155743,"garden, park_view",1110531.0
Harrow,1279.0,5,2,Detached,1931,1.0410125389626403,"cellar, concierge, loft, park_view, river_view",2034030.0
Richmond upon Thames,927.0,5,1,Flat,1961,1.3256042704504203,"balcony, ensuite, garage, near_tube, park_view, river_view",1396441.0
Bromley,1106.0,1,2,Terraced,1949,0.3268194451551601,"ensuite, near_tube, park_view",1401250.0
Hillingdon,1066.0,1,2,Terraced,1970,0.7410266410222158,"balcony, concierge, gym, loft, park_view, study",1340230.0
Tower Hamlets,1037.0,5,2,Flat,1928,0.7633133233208004,cellar,1601638.0
Waltham Forest,954.0,5,2,Terraced,1963,0.8819370843879203,"concierge, loft, park_view",1110593.0
Haringey,780.0,2,3,Semi-Detached,1962,3.042333808899951,"gym, river_view",533159.0
Kingston upon Thames,1425.0,3,2,Terraced,1961,1.0663928114825123,balcony,2484674.0
Brent,578.0,3,1,Semi-Detached,2001,0.28073816350552794,"loft, new_build, river_view, study",120000.0
Redbridge,851.0,4,3,Flat,1910,0.6071205407530736,"ensuite, new_build, parking, study",784835.0
Hackney,854.0,4,2,Semi-Detached,2002,0.972804342962279,"lift, park_view, parking",887253.0
Hammersmith and Fulham,971.0,2,2,Flat,1854,1.1003743245391082,"ensuite, garage, lift, loft, river_view, study",1296555.0
Bromley,721.0,5,2,Detached,1934,0.05,"ensuite, garage",359506.0
Hounslow,944.0,1,3,Flat,1926,1.4084794774337281,"concierge, ensuite, garden, parking, river_view",980607.0
Merton,799.0,1,3,Terraced,2001,1.4511262918334087,"concierge, garden, loft, near_tube",659744.0
Bexley,375.0,5,3,Terraced,1857,0.40068304995557674,"concierge, ensuite, garage, near_tube, new_build, river_view",120000.0
Harrow,853.0,1,2,Flat,1887,1.784822603505944,near_tube,491839.0
Ealing,520.0,5,1,Flat,1931,0.8489013643392155,"balcony, cellar, concierge, loft, park_view, river_view",120000.0
Waltham Forest,330.0,2,2,Flat,1991,0.4719292032801057,balcony,120000.0
Harrow,891.0,2,3,Terraced,1930,0.37535778756357463,"concierge, lift, loft, park_view, study",764516.0
Barnet,996.0,1,3,Maisonette,1961,1.3874805543787037,"cellar, loft, park_view, river_view, study",1138495.0
Barking and Dagenham,1008.0,5,3,Flat,1881,0.6405894718259001,garage,1267391.0
Hammersmith and Fulham,1020.0,2,3,Terraced,2014,1.1853374918798902,new_build,1467905.0
Barking and Dagenham,270.0,1,2,Detached,1986,0.36521639395685984,garage,120000.0
Kensington and Chelsea,442.0,3,1,Terraced,1857,0.770477169196372,river_view,120000.0
Tower Hamlets,1442.0,1,2,Detached,1972,1.3243796917127395,loft,2721814.0
Newham,536.0,4,1,Flat,1872,2.0821192942657603,"balcony, ensuite, near_tube, new_build, park_view, parking",120000.0
Hounslow,1033.0,1,3,Flat,1947,2.234598105509391,"ensuite, near_tube",1291876.0
Barking and Dagenham,644.0,3,3,Flat,1973,2.0538965238731133,"balcony, cellar, loft, near_tube, new_build",120000.0
Hounslow,874.0,2,2,Flat,2011,4.554921298486726,river_view,610130.0
Harrow,660.0,1,2,Terraced,1862,1.1985843032072165,"ensuite, garden, gym, park_view",120000.0
Westminster,1018.0,1,1,Detached,1899,0.355339543207883,"garage, loft, study",1450631.0
Camden,891.0,3,1,Flat,1970,0.6189190776025698,"ensuite, garden, river_view, study",1082493.0
Islington,716.0,2,1,Maisonette,1895,2.1939357243578805,"concierge, garage, park_view, parking, study",329466.0
Tower Hamlets,535.0,1,1,Flat,1973,0.5540639344894094,"near_tube, park_view",120000.0
Greenwich,930.0,1,1,Flat,1881,0.05,garden,739469.0
Bromley,486.0,5,3,Maisonette,1878,0.7931377193491246,"garage, new_build",120000.0
Kingston upon Thames,978.0,4,3,Maisonette,1944,1.7595484296332187,"cellar, ensuite, lift, park_view, river_view",1294762.0
Waltham Forest,1638.0,4,2,Terraced,1969,0.6090280357948473,"balcony, cellar, lift, near_tube",3130981.0
Bromley,1255.0,5,1,Flat,1885,2.267743160046204,"ensuite, garden, gym, near_tube, park_view, study",1700341.0
Redbridge,1066.0,1,3,Flat,2002,3.2398991663188004,"cellar, lift, loft, new_build, park_view, study",1367958.0
Barking and Dagenham,824.0,4,2,Flat,2001,1.1778814016079153,near_tube,668211.0
Redbridge,268.0,4,2,Semi-Detached,1864,3.6212610966355285,concierge,120000.0
Brent,453.0,2,2,Flat,1902,2.7113158079310336,lift,120000.0
Wandsworth,1235.0,3,2,Semi-Detached,1946,1.7981501456057034,"garden, lift",2098589.0
Barking and Dagenham,613.0,4,3,Flat,1935,1.2948867713104715,"cellar, concierge, garden",120000.0
Lewisham,640.0,4,3,Terraced,1894,1.2126582445048875,concierge,120000.0
Barnet,800.0,2,2,Flat,1942,0.928879594349961,"concierge, ensuite, lift, near_tube, river_view, study",620758.0
Hackney,531.0,4,3,Terraced,2017,1.486922275752651,"ensuite, near_tube, river_view",120000.0
Merton,482.0,4,3,Terraced,1903,0.13252521144388685,"concierge, garage, garden, park_view, study",120000.0
Harrow,835.0,1,1,Studio,1888,2.7928783699030446,"cellar, concierge, ensuite, near_tube, park_view, parking",538415.0
Hackney,583.0,3,3,Maisonette,1978,3.6632845384831687,ensuite,134057.0
Lewisham,628.0,3,2,Semi-Detached,1949,0.12074973207057896,"balcony, concierge, parking",120000.0
Ealing,616.0,2,1,Flat,1970,1.7228212492252029,"ensuite, garage, loft, new_build, river_view",154839.0
Croydon,1007.0,1,3,Maisonette,1962,2.6435726223665728,"ensuite, gym, new_build, park_view, river_view, study",907043.0
Merton,780.0,1,3,Maisonette,1982,1.094622518624134,"ensuite, loft, park_view, river_view, study",730843.0
